category,date,sales
Cafe Beverages,2021-08-30 19:00:00,3700.47
Cafe Beverages,2021-08-30 20:00:00,3085.58
Cafe Beverages,2021-08-30 21:00:00,1774.4
Cafe Beverages,2021-08-30 22:00:00,1521.24
Cafe Beverages,2021-08-30 23:00:00,519.95
Cafe Beverages,2021-08-31 0:00:00,396
Cafe Beverages,2021-08-31 1:00:00,162.33
Cafe Beverages,2021-08-31 4:00:00,476
Cafe Beverages,2021-08-31 5:00:00,476
Cafe Beverages,2021-08-31 6:00:00,119
Cafe Beverages,2021-08-31 8:00:00,814.42
Cafe Beverages,2021-08-31 9:00:00,1562.12
Cafe Beverages,2021-08-31 10:00:00,1687.17
Cafe Beverages,2021-08-31 11:00:00,3392.8
Cafe Beverages,2021-08-31 12:00:00,4743.77
Cafe Beverages,2021-08-31 13:00:00,4652.36
Cafe Beverages,2021-08-31 14:00:00,3814.78
Cafe Beverages,2021-08-31 15:00:00,4596.12
Cafe Beverages,2021-08-31 16:00:00,6751.95
Cafe Beverages,2021-08-31 17:00:00,6338.05
Cafe Beverages,2021-08-31 18:00:00,5937.05
Cafe Beverages,2021-08-31 19:00:00,3785.48
Cafe Beverages,2021-08-31 20:00:00,2769.78
Cafe Beverages,2021-08-31 21:00:00,1134.08
Cafe Beverages,2021-08-31 22:00:00,557.34
Cafe Beverages,2021-08-31 23:00:00,369.04
Cafe Beverages,2021-09-01 5:00:00,357
Cafe Beverages,2021-09-01 6:00:00,238
Cafe Beverages,2021-09-01 7:00:00,357
Cafe Beverages,2021-09-01 8:00:00,686.68
Cafe Beverages,2021-09-01 9:00:00,2078.46
Cafe Beverages,2021-09-01 10:00:00,3488.11
Cafe Beverages,2021-09-01 11:00:00,3517.86
Cafe Beverages,2021-09-01 12:00:00,3950.26
Cafe Beverages,2021-09-01 13:00:00,3889.16
Cafe Beverages,2021-09-01 14:00:00,4020.31
Cafe Beverages,2021-09-01 15:00:00,4542.31
Cafe Beverages,2021-09-01 16:00:00,5383.9
Cafe Beverages,2021-09-01 17:00:00,5594.82
Cafe Beverages,2021-09-01 18:00:00,4341.93
Cafe Beverages,2021-09-01 19:00:00,3998.99
Cafe Beverages,2021-09-01 20:00:00,3299.05
Cafe Beverages,2021-09-01 21:00:00,1405.68
Cafe Beverages,2021-09-01 22:00:00,322.92
Cafe Beverages,2021-09-01 23:00:00,72.04
Cafe Beverages,2021-09-02 1:00:00,75.24
Cafe Beverages,2021-09-02 5:00:00,119
Cafe Beverages,2021-09-02 6:00:00,218
Cafe Beverages,2021-09-02 7:00:00,287
Cafe Beverages,2021-09-02 8:00:00,734.86
Cafe Beverages,2021-09-02 9:00:00,1426.49
Cafe Beverages,2021-09-02 10:00:00,1574.51
Cafe Beverages,2021-09-02 11:00:00,3266.5
Cafe Beverages,2021-09-02 12:00:00,2622.56
Cafe Beverages,2021-09-02 13:00:00,4250.54
Cafe Beverages,2021-09-02 14:00:00,2502.03
Cafe Beverages,2021-09-02 15:00:00,4307.9
Cafe Beverages,2021-09-02 16:00:00,3064.03
Cafe Beverages,2021-09-02 17:00:00,4688.26
Cafe Beverages,2021-09-02 18:00:00,5083.97
Cafe Beverages,2021-09-02 19:00:00,3784.3
Cafe Beverages,2021-09-02 20:00:00,2338.36
Cafe Beverages,2021-09-02 21:00:00,1593.28
Cafe Beverages,2021-09-02 22:00:00,805.7
Cafe Beverages,2021-09-02 23:00:00,171.04
Cafe Beverages,2021-09-03 6:00:00,238
Cafe Beverages,2021-09-03 7:00:00,357
Cafe Beverages,2021-09-03 8:00:00,938.14
Cafe Beverages,2021-09-03 9:00:00,952.9
Cafe Beverages,2021-09-03 10:00:00,2163.36
Cafe Beverages,2021-09-03 11:00:00,3377.53
Cafe Beverages,2021-09-03 12:00:00,3881.3
Cafe Beverages,2021-09-03 13:00:00,4270.23
Cafe Beverages,2021-09-03 14:00:00,3126.35
Cafe Beverages,2021-09-03 15:00:00,4606.14
Cafe Beverages,2021-09-03 16:00:00,6940.23
Cafe Beverages,2021-09-03 17:00:00,6824.26
Cafe Beverages,2021-09-03 18:00:00,6181.21
Cafe Beverages,2021-09-03 19:00:00,5013.3
Cafe Beverages,2021-09-03 20:00:00,3545.58
Cafe Beverages,2021-09-03 21:00:00,1969.75
Cafe Beverages,2021-09-03 22:00:00,868.14
Cafe Beverages,2021-09-03 23:00:00,805.1
Cafe Beverages,2021-09-04 0:00:00,171.04
Cafe Beverages,2021-09-04 1:00:00,72.04
Cafe Beverages,2021-09-04 3:00:00,99
Cafe Beverages,2021-09-04 5:00:00,476
Cafe Beverages,2021-09-04 6:00:00,337
Cafe Beverages,2021-09-04 7:00:00,413.14
Cafe Beverages,2021-09-04 8:00:00,1389.22
Cafe Beverages,2021-09-04 9:00:00,1322.08
Cafe Beverages,2021-09-04 10:00:00,2266.68
Cafe Beverages,2021-09-04 11:00:00,4924.64
Cafe Beverages,2021-09-04 12:00:00,4389.79
Cafe Beverages,2021-09-04 13:00:00,4587.61
Cafe Beverages,2021-09-04 14:00:00,6838.51
Cafe Beverages,2021-09-04 15:00:00,5210.5
Cafe Beverages,2021-09-04 16:00:00,5223.18
Cafe Beverages,2021-09-04 17:00:00,5899.71
Cafe Beverages,2021-09-04 18:00:00,8950.96
Cafe Beverages,2021-09-04 19:00:00,5170.1
Cafe Beverages,2021-09-04 20:00:00,4201.61
Cafe Beverages,2021-09-04 21:00:00,2168.63
Cafe Beverages,2021-09-04 22:00:00,1515.16
Cafe Beverages,2021-09-04 23:00:00,414.12
Cafe Beverages,2021-09-05 0:00:00,486.16
Cafe Beverages,2021-09-05 5:00:00,238
Cafe Beverages,2021-09-05 7:00:00,476
Cafe Beverages,2021-09-05 8:00:00,528.04
Cafe Beverages,2021-09-05 9:00:00,2609.64
Cafe Beverages,2021-09-05 10:00:00,2002.24
Cafe Beverages,2021-09-05 11:00:00,3293.88
Cafe Beverages,2021-09-05 12:00:00,5339.28
Cafe Beverages,2021-09-05 13:00:00,4284.69
Cafe Beverages,2021-09-05 14:00:00,5065.57
Cafe Beverages,2021-09-05 15:00:00,5969.56
Cafe Beverages,2021-09-05 16:00:00,7992
Cafe Beverages,2021-09-05 17:00:00,7777.1
Cafe Beverages,2021-09-05 18:00:00,6131.73
Cafe Beverages,2021-09-05 19:00:00,4693.05
Cafe Beverages,2021-09-05 20:00:00,3733.7
Cafe Beverages,2021-09-05 21:00:00,2470.61
Cafe Beverages,2021-09-05 22:00:00,1686.82
Cafe Beverages,2021-09-05 23:00:00,495
Cafe Beverages,2021-09-06 0:00:00,650.88
Cafe Beverages,2021-09-06 1:00:00,72.04
Cafe Beverages,2021-09-06 8:00:00,833
Cafe Beverages,2021-09-06 9:00:00,923.92
Cafe Beverages,2021-09-06 10:00:00,1882.82
Cafe Beverages,2021-09-06 11:00:00,2846.12
Cafe Beverages,2021-09-06 12:00:00,2951.43
Cafe Beverages,2021-09-06 13:00:00,2895.4
Cafe Beverages,2021-09-06 14:00:00,3765.26
Cafe Beverages,2021-09-06 15:00:00,5095.78
Cafe Beverages,2021-09-06 16:00:00,2991.22
Cafe Beverages,2021-09-06 17:00:00,4508.75
Cafe Beverages,2021-09-06 18:00:00,2645.3
Cafe Beverages,2021-09-06 19:00:00,3171.4
Cafe Beverages,2021-09-06 20:00:00,1941.1
Cafe Beverages,2021-09-06 21:00:00,1011.28
Cafe Beverages,2021-09-06 22:00:00,936.08
Cafe Beverages,2021-09-06 23:00:00,230.47
Cafe Beverages,2021-09-07 0:00:00,984.04
Cafe Beverages,2021-09-07 1:00:00,0
Cafe Beverages,2021-09-07 4:00:00,119
Cafe Beverages,2021-09-07 5:00:00,238
Cafe Beverages,2021-09-07 6:00:00,238
Cafe Beverages,2021-09-07 7:00:00,943.36
Cafe Beverages,2021-09-07 8:00:00,647.04
Cafe Beverages,2021-09-07 9:00:00,1130
Cafe Beverages,2021-09-07 10:00:00,1720.3
Cafe Beverages,2021-09-07 11:00:00,2261.23
Cafe Beverages,2021-09-07 12:00:00,2884.3
Cafe Beverages,2021-09-07 13:00:00,2883.39
Cafe Beverages,2021-09-07 14:00:00,3834.9
Cafe Beverages,2021-09-07 15:00:00,6117.7
Cafe Beverages,2021-09-07 16:00:00,4072.75
Cafe Beverages,2021-09-07 17:00:00,3971.65
Cafe Beverages,2021-09-07 18:00:00,5849.62
Cafe Beverages,2021-09-07 19:00:00,6188.26
Cafe Beverages,2021-09-07 20:00:00,2743.46
Cafe Beverages,2021-09-07 21:00:00,3250.82
Cafe Beverages,2021-09-07 22:00:00,594
Cafe Beverages,2021-09-07 23:00:00,567.91
Cafe Beverages,2021-09-08 0:00:00,488.04
Cafe Beverages,2021-09-08 4:00:00,238
Cafe Beverages,2021-09-08 6:00:00,119
Cafe Beverages,2021-09-08 7:00:00,357
Cafe Beverages,2021-09-08 8:00:00,664.42
Cafe Beverages,2021-09-08 9:00:00,1100.16
Cafe Beverages,2021-09-08 10:00:00,1482.24
Cafe Beverages,2021-09-08 11:00:00,3996.9
Cafe Beverages,2021-09-08 12:00:00,3040.23
Cafe Beverages,2021-09-08 13:00:00,4442.38
Cafe Beverages,2021-09-08 14:00:00,3668.02
Cafe Beverages,2021-09-08 15:00:00,4539.31
Cafe Beverages,2021-09-08 16:00:00,3673.63
Cafe Beverages,2021-09-08 17:00:00,2354
Cafe Beverages,2021-09-08 18:00:00,6689.92
Cafe Beverages,2021-09-08 19:00:00,3220.28
Cafe Beverages,2021-09-08 20:00:00,2537.26
Cafe Beverages,2021-09-08 21:00:00,1184.1
Cafe Beverages,2021-09-08 22:00:00,1440.08
Cafe Beverages,2021-09-08 23:00:00,139.86
Cafe Beverages,2021-09-09 0:00:00,287.33
Cafe Beverages,2021-09-09 1:00:00,131.56
Cafe Beverages,2021-09-09 6:00:00,119
Cafe Beverages,2021-09-09 7:00:00,784.4
Cafe Beverages,2021-09-09 8:00:00,1416.18
Cafe Beverages,2021-09-09 9:00:00,1653.19
Cafe Beverages,2021-09-09 10:00:00,1789.34
Cafe Beverages,2021-09-09 11:00:00,1968.72
Cafe Beverages,2021-09-09 12:00:00,4650.34
Cafe Beverages,2021-09-09 13:00:00,2629.92
Cafe Beverages,2021-09-09 14:00:00,4367.23
Cafe Beverages,2021-09-09 15:00:00,3925.98
Cafe Beverages,2021-09-09 16:00:00,4680.58
Cafe Beverages,2021-09-09 17:00:00,4780.23
Cafe Beverages,2021-09-09 18:00:00,3803.2
Cafe Beverages,2021-09-09 19:00:00,3476.86
Cafe Beverages,2021-09-09 20:00:00,1796.84
Cafe Beverages,2021-09-09 21:00:00,1648.14
Cafe Beverages,2021-09-09 22:00:00,287.72
Cafe Beverages,2021-09-09 23:00:00,409.9
Cafe Beverages,2021-09-10 0:00:00,198
Cafe Beverages,2021-09-10 1:00:00,198
Cafe Beverages,2021-09-10 5:00:00,119
Cafe Beverages,2021-09-10 6:00:00,119
Cafe Beverages,2021-09-10 7:00:00,218
Cafe Beverages,2021-09-10 8:00:00,830.12
Cafe Beverages,2021-09-10 9:00:00,1519.13
Cafe Beverages,2021-09-10 10:00:00,2830.78
Cafe Beverages,2021-09-10 11:00:00,3037.35
Cafe Beverages,2021-09-10 12:00:00,1778.92
Cafe Beverages,2021-09-10 13:00:00,4679.03
Cafe Beverages,2021-09-10 14:00:00,3437.58
Cafe Beverages,2021-09-10 15:00:00,4669.59
Cafe Beverages,2021-09-10 16:00:00,4589.94
Cafe Beverages,2021-09-10 17:00:00,6488.06
Cafe Beverages,2021-09-10 18:00:00,7095.88
Cafe Beverages,2021-09-10 19:00:00,4526.44
Cafe Beverages,2021-09-10 20:00:00,2970.96
Cafe Beverages,2021-09-10 21:00:00,1831.28
Cafe Beverages,2021-09-10 22:00:00,639.08
Cafe Beverages,2021-09-10 23:00:00,246.28
Cafe Beverages,2021-09-11 0:00:00,495
Cafe Beverages,2021-09-11 6:00:00,119
Cafe Beverages,2021-09-11 7:00:00,350.28
Cafe Beverages,2021-09-11 8:00:00,749.82
Cafe Beverages,2021-09-11 9:00:00,1434.56
Cafe Beverages,2021-09-11 10:00:00,3972.7
Cafe Beverages,2021-09-11 11:00:00,4493.22
Cafe Beverages,2021-09-11 12:00:00,5681.78
Cafe Beverages,2021-09-11 13:00:00,6405.55
Cafe Beverages,2021-09-11 14:00:00,6904.96
Cafe Beverages,2021-09-11 15:00:00,7815.28
Cafe Beverages,2021-09-11 16:00:00,8825.74
Cafe Beverages,2021-09-11 17:00:00,8021.37
Cafe Beverages,2021-09-11 18:00:00,7002.03
Cafe Beverages,2021-09-11 19:00:00,5251.48
Cafe Beverages,2021-09-11 20:00:00,5177.69
Cafe Beverages,2021-09-11 21:00:00,2318.2
Cafe Beverages,2021-09-11 22:00:00,1030.34
Cafe Beverages,2021-09-11 23:00:00,693
Cafe Beverages,2021-09-12 0:00:00,571.14
Cafe Beverages,2021-09-12 6:00:00,198
Cafe Beverages,2021-09-12 7:00:00,455.92
Cafe Beverages,2021-09-12 8:00:00,119
Cafe Beverages,2021-09-12 9:00:00,1488.36
Cafe Beverages,2021-09-12 10:00:00,1529.58
Cafe Beverages,2021-09-12 11:00:00,5064.61
Cafe Beverages,2021-09-12 12:00:00,7203.97
Cafe Beverages,2021-09-12 13:00:00,5617.97
Cafe Beverages,2021-09-12 14:00:00,6997.11
Cafe Beverages,2021-09-12 15:00:00,6681.44
Cafe Beverages,2021-09-12 16:00:00,7257.26
Cafe Beverages,2021-09-12 17:00:00,9265.86
Cafe Beverages,2021-09-12 18:00:00,7316.54
Cafe Beverages,2021-09-12 19:00:00,5675.37
Cafe Beverages,2021-09-12 20:00:00,4828.01
Cafe Beverages,2021-09-12 21:00:00,2333.02
Cafe Beverages,2021-09-12 22:00:00,1077.25
Cafe Beverages,2021-09-12 23:00:00,278.06
Cafe Beverages,2021-09-13 0:00:00,1122.04
Cafe Beverages,2021-09-13 1:00:00,244.43
Cafe Beverages,2021-09-13 6:00:00,238
Cafe Beverages,2021-09-13 7:00:00,357
Cafe Beverages,2021-09-13 8:00:00,1309
Cafe Beverages,2021-09-13 9:00:00,976.94
Cafe Beverages,2021-09-13 10:00:00,1825.52
Cafe Beverages,2021-09-13 11:00:00,1940.7
Cafe Beverages,2021-09-13 12:00:00,3431.98
Cafe Beverages,2021-09-13 13:00:00,2778.04
Cafe Beverages,2021-09-13 14:00:00,4705.11
Cafe Beverages,2021-09-13 15:00:00,4051.83
Cafe Beverages,2021-09-13 16:00:00,5597.29
Cafe Beverages,2021-09-13 17:00:00,3447.1
Cafe Beverages,2021-09-13 18:00:00,5458.1
Cafe Beverages,2021-09-13 19:00:00,4014.98
Cafe Beverages,2021-09-13 20:00:00,1602.12
Cafe Beverages,2021-09-13 21:00:00,1852.56
Cafe Beverages,2021-09-13 22:00:00,373.14
Cafe Beverages,2021-09-13 23:00:00,318.47
Cafe Beverages,2021-09-14 0:00:00,459.84
Cafe Beverages,2021-09-14 6:00:00,833
Cafe Beverages,2021-09-14 7:00:00,267.3
Cafe Beverages,2021-09-14 8:00:00,813
Cafe Beverages,2021-09-14 9:00:00,534.61
Cafe Beverages,2021-09-14 10:00:00,1618.81
Cafe Beverages,2021-09-14 11:00:00,1814.11
Cafe Beverages,2021-09-14 12:00:00,1396.75
Cafe Beverages,2021-09-14 13:00:00,2073.72
Cafe Beverages,2021-09-14 14:00:00,2645.69
Cafe Beverages,2021-09-14 15:00:00,3627.16
Cafe Beverages,2021-09-14 16:00:00,4940.34
Cafe Beverages,2021-09-14 17:00:00,5338.42
Cafe Beverages,2021-09-14 18:00:00,5450.24
Cafe Beverages,2021-09-14 19:00:00,2801.15
Cafe Beverages,2021-09-14 20:00:00,2644.5
Cafe Beverages,2021-09-14 21:00:00,1090.66
Cafe Beverages,2021-09-14 22:00:00,996.24
Cafe Beverages,2021-09-15 0:00:00,175.14
Cafe Beverages,2021-09-15 1:00:00,137.82
Cafe Beverages,2021-09-15 5:00:00,238
Cafe Beverages,2021-09-15 7:00:00,188
Cafe Beverages,2021-09-15 8:00:00,406
Cafe Beverages,2021-09-15 9:00:00,1130
Cafe Beverages,2021-09-15 10:00:00,1698.89
Cafe Beverages,2021-09-15 11:00:00,2937.46
Cafe Beverages,2021-09-15 12:00:00,2656.14
Cafe Beverages,2021-09-15 13:00:00,2395.81
Cafe Beverages,2021-09-15 14:00:00,2690.78
Cafe Beverages,2021-09-15 15:00:00,3568.92
Cafe Beverages,2021-09-15 16:00:00,4524.9
Cafe Beverages,2021-09-15 17:00:00,3587.77
Cafe Beverages,2021-09-15 18:00:00,3174.83
Cafe Beverages,2021-09-15 19:00:00,3902.57
Cafe Beverages,2021-09-15 20:00:00,2666.66
Cafe Beverages,2021-09-15 21:00:00,959.36
Cafe Beverages,2021-09-15 22:00:00,2562.63
Cafe Beverages,2021-09-16 0:00:00,495
Cafe Beverages,2021-09-16 1:00:00,75.24
Cafe Beverages,2021-09-16 5:00:00,238
Cafe Beverages,2021-09-16 6:00:00,119
Cafe Beverages,2021-09-16 7:00:00,443.16
Cafe Beverages,2021-09-16 8:00:00,696.04
Cafe Beverages,2021-09-16 9:00:00,420.48
Cafe Beverages,2021-09-16 10:00:00,807.08
Cafe Beverages,2021-09-16 11:00:00,3094.84
Cafe Beverages,2021-09-16 12:00:00,2521.45
Cafe Beverages,2021-09-16 13:00:00,2906.14
Cafe Beverages,2021-09-16 14:00:00,5311.14
Cafe Beverages,2021-09-16 15:00:00,5193.82
Cafe Beverages,2021-09-16 16:00:00,4686.91
Cafe Beverages,2021-09-16 17:00:00,3124.24
Cafe Beverages,2021-09-16 18:00:00,4459.4
Cafe Beverages,2021-09-16 19:00:00,3390.54
Cafe Beverages,2021-09-16 20:00:00,2819.1
Cafe Beverages,2021-09-16 21:00:00,1184.32
Cafe Beverages,2021-09-16 22:00:00,973.9
Cafe Beverages,2021-09-16 23:00:00,198
Cafe Beverages,2021-09-17 0:00:00,180.72
Cafe Beverages,2021-09-17 2:00:00,57.5
Cafe Beverages,2021-09-17 4:00:00,119
Cafe Beverages,2021-09-17 6:00:00,119
Cafe Beverages,2021-09-17 7:00:00,119
Cafe Beverages,2021-09-17 8:00:00,495
Cafe Beverages,2021-09-17 9:00:00,2076.44
Cafe Beverages,2021-09-17 10:00:00,1726.4
Cafe Beverages,2021-09-17 11:00:00,1388.74
Cafe Beverages,2021-09-17 12:00:00,3950.82
Cafe Beverages,2021-09-17 13:00:00,3945.83
Cafe Beverages,2021-09-17 14:00:00,3405.33
Cafe Beverages,2021-09-17 15:00:00,3634.35
Cafe Beverages,2021-09-17 16:00:00,6021.53
Cafe Beverages,2021-09-17 17:00:00,5338.98
Cafe Beverages,2021-09-17 18:00:00,5055.5
Cafe Beverages,2021-09-17 19:00:00,2876.97
Cafe Beverages,2021-09-17 20:00:00,1566.95
Cafe Beverages,2021-09-17 21:00:00,814.22
Cafe Beverages,2021-09-17 22:00:00,594
Cafe Beverages,2021-09-17 23:00:00,369.04
Cafe Beverages,2021-09-18 0:00:00,891
Cafe Beverages,2021-09-18 5:00:00,595
Cafe Beverages,2021-09-18 6:00:00,160.94
Cafe Beverages,2021-09-18 7:00:00,80.94
Cafe Beverages,2021-09-18 8:00:00,1011.94
Cafe Beverages,2021-09-18 9:00:00,785.9
Cafe Beverages,2021-09-18 10:00:00,2052.85
Cafe Beverages,2021-09-18 11:00:00,4461.5
Cafe Beverages,2021-09-18 12:00:00,3911.81
Cafe Beverages,2021-09-18 13:00:00,2868.11
Cafe Beverages,2021-09-18 14:00:00,4022.47
Cafe Beverages,2021-09-18 15:00:00,6323.05
Cafe Beverages,2021-09-18 16:00:00,5386.56
Cafe Beverages,2021-09-18 17:00:00,7065.02
Cafe Beverages,2021-09-18 18:00:00,7908.2
Cafe Beverages,2021-09-18 19:00:00,4538.22
Cafe Beverages,2021-09-18 20:00:00,2070.58
Cafe Beverages,2021-09-18 21:00:00,2214.54
Cafe Beverages,2021-09-18 22:00:00,1046.59
Cafe Beverages,2021-09-18 23:00:00,297
Cafe Beverages,2021-09-19 0:00:00,1472.55
Cafe Beverages,2021-09-19 4:00:00,238
Cafe Beverages,2021-09-19 7:00:00,476
Cafe Beverages,2021-09-19 8:00:00,316.4
Cafe Beverages,2021-09-19 9:00:00,1467.48
Cafe Beverages,2021-09-19 10:00:00,1537.26
Cafe Beverages,2021-09-19 11:00:00,3447.2
Cafe Beverages,2021-09-19 12:00:00,3559.92
Cafe Beverages,2021-09-19 13:00:00,3852.07
Cafe Beverages,2021-09-19 14:00:00,4293.06
Cafe Beverages,2021-09-19 15:00:00,5285.59
Cafe Beverages,2021-09-19 16:00:00,4372.12
Cafe Beverages,2021-09-19 17:00:00,5019.38
Cafe Beverages,2021-09-19 18:00:00,6334.21
Cafe Beverages,2021-09-19 19:00:00,3144.39
Cafe Beverages,2021-09-19 20:00:00,4004.76
Cafe Beverages,2021-09-19 21:00:00,2037.44
Cafe Beverages,2021-09-19 22:00:00,1800.12
Cafe Beverages,2021-09-19 23:00:00,601.56
Cafe Beverages,2021-09-20 0:00:00,693
Cafe Beverages,2021-09-20 5:00:00,238
Cafe Beverages,2021-09-20 7:00:00,321.5
Cafe Beverages,2021-09-20 8:00:00,289.16
Cafe Beverages,2021-09-20 9:00:00,1455.43
Cafe Beverages,2021-09-20 10:00:00,1455.76
Cafe Beverages,2021-09-20 11:00:00,1997.52
Cafe Beverages,2021-09-20 12:00:00,2197.38
Cafe Beverages,2021-09-20 13:00:00,3042.6
Cafe Beverages,2021-09-20 14:00:00,3336.98
Cafe Beverages,2021-09-20 15:00:00,3104.64
Cafe Beverages,2021-09-20 16:00:00,3519.37
Cafe Beverages,2021-09-20 17:00:00,4371.4
Cafe Beverages,2021-09-20 18:00:00,4638.68
Cafe Beverages,2021-09-20 19:00:00,3346.11
Cafe Beverages,2021-09-20 20:00:00,1829.64
Cafe Beverages,2021-09-20 21:00:00,1363.12
Cafe Beverages,2021-09-20 22:00:00,266.16
Cafe Beverages,2021-09-20 23:00:00,845.04
Cafe Beverages,2021-09-21 0:00:00,351.46
Cafe Beverages,2021-09-21 1:00:00,337
Cafe Beverages,2021-09-21 6:00:00,714
Cafe Beverages,2021-09-21 7:00:00,800.16
Cafe Beverages,2021-09-21 8:00:00,753
Cafe Beverages,2021-09-21 9:00:00,818.56
Cafe Beverages,2021-09-21 10:00:00,1527.92
Cafe Beverages,2021-09-21 11:00:00,2139.82
Cafe Beverages,2021-09-21 12:00:00,2523.46
Cafe Beverages,2021-09-21 13:00:00,3090.04
Cafe Beverages,2021-09-21 14:00:00,2583.32
Cafe Beverages,2021-09-21 15:00:00,3663.48
Cafe Beverages,2021-09-21 16:00:00,3554.84
Cafe Beverages,2021-09-21 17:00:00,4105.88
Cafe Beverages,2021-09-21 18:00:00,4027.54
Cafe Beverages,2021-09-21 19:00:00,3192.21
Cafe Beverages,2021-09-21 20:00:00,1525.34
Cafe Beverages,2021-09-21 21:00:00,958.2
Cafe Beverages,2021-09-21 22:00:00,49.18
Cafe Beverages,2021-09-21 23:00:00,270.04
Cafe Beverages,2021-09-22 0:00:00,61.17
Cafe Beverages,2021-09-22 6:00:00,86.16
Cafe Beverages,2021-09-22 7:00:00,86.16
Cafe Beverages,2021-09-22 8:00:00,931
Cafe Beverages,2021-09-22 9:00:00,1219.16
Cafe Beverages,2021-09-22 10:00:00,1734.66
Cafe Beverages,2021-09-22 11:00:00,1683.02
Cafe Beverages,2021-09-22 12:00:00,2602.65
Cafe Beverages,2021-09-22 13:00:00,3208.94
Cafe Beverages,2021-09-22 14:00:00,4949.64
Cafe Beverages,2021-09-22 15:00:00,3107.15
Cafe Beverages,2021-09-22 16:00:00,3955.72
Cafe Beverages,2021-09-22 17:00:00,4057.01
Cafe Beverages,2021-09-22 18:00:00,3673.38
Cafe Beverages,2021-09-22 19:00:00,3808.66
Cafe Beverages,2021-09-22 20:00:00,2074.43
Cafe Beverages,2021-09-22 21:00:00,418.22
Cafe Beverages,2021-09-22 22:00:00,856.26
Cafe Beverages,2021-09-22 23:00:00,141.42
Cafe Beverages,2021-09-23 0:00:00,69
Cafe Beverages,2021-09-23 1:00:00,72.04
Cafe Beverages,2021-09-23 6:00:00,238
Cafe Beverages,2021-09-23 7:00:00,760.16
Cafe Beverages,2021-09-23 8:00:00,443.16
Cafe Beverages,2021-09-23 9:00:00,518.08
Cafe Beverages,2021-09-23 10:00:00,1468.56
Cafe Beverages,2021-09-23 11:00:00,1499.54
Cafe Beverages,2021-09-23 12:00:00,2010.9
Cafe Beverages,2021-09-23 13:00:00,3395.46
Cafe Beverages,2021-09-23 14:00:00,3611.81
Cafe Beverages,2021-09-23 15:00:00,2901.56
Cafe Beverages,2021-09-23 16:00:00,3040.57
Cafe Beverages,2021-09-23 17:00:00,5573.84
Cafe Beverages,2021-09-23 18:00:00,2893.34
Cafe Beverages,2021-09-23 19:00:00,4286.04
Cafe Beverages,2021-09-23 20:00:00,1272.16
Cafe Beverages,2021-09-23 21:00:00,849.12
Cafe Beverages,2021-09-23 22:00:00,787.26
Cafe Beverages,2021-09-23 23:00:00,99
Cafe Beverages,2021-09-24 0:00:00,342.08
Cafe Beverages,2021-09-24 1:00:00,684.16
Cafe Beverages,2021-09-24 2:00:00,99
Cafe Beverages,2021-09-24 4:00:00,238
Cafe Beverages,2021-09-24 7:00:00,119
Cafe Beverages,2021-09-24 8:00:00,723
Cafe Beverages,2021-09-24 9:00:00,473.26
Cafe Beverages,2021-09-24 10:00:00,1484.16
Cafe Beverages,2021-09-24 11:00:00,1816.44
Cafe Beverages,2021-09-24 12:00:00,2422.5
Cafe Beverages,2021-09-24 13:00:00,2860.34
Cafe Beverages,2021-09-24 14:00:00,2606.12
Cafe Beverages,2021-09-24 15:00:00,2331.02
Cafe Beverages,2021-09-24 16:00:00,4470.27
Cafe Beverages,2021-09-24 17:00:00,3339.7
Cafe Beverages,2021-09-24 18:00:00,6203.72
Cafe Beverages,2021-09-24 19:00:00,3917.89
Cafe Beverages,2021-09-24 20:00:00,1662.58
Cafe Beverages,2021-09-24 21:00:00,2221.2
Cafe Beverages,2021-09-24 22:00:00,1204.26
Cafe Beverages,2021-09-24 23:00:00,479.68
Cafe Beverages,2021-09-25 0:00:00,99
Cafe Beverages,2021-09-25 1:00:00,216.12
Cafe Beverages,2021-09-25 2:00:00,198
Cafe Beverages,2021-09-25 6:00:00,203
Cafe Beverages,2021-09-25 7:00:00,476
Cafe Beverages,2021-09-25 8:00:00,297
Cafe Beverages,2021-09-25 9:00:00,1171.22
Cafe Beverages,2021-09-25 10:00:00,2002.02
Cafe Beverages,2021-09-25 11:00:00,2569.99
Cafe Beverages,2021-09-25 12:00:00,2857
Cafe Beverages,2021-09-25 13:00:00,3500.11
Cafe Beverages,2021-09-25 14:00:00,2507.41
Cafe Beverages,2021-09-25 15:00:00,3606.42
Cafe Beverages,2021-09-25 16:00:00,3205.99
Cafe Beverages,2021-09-25 17:00:00,2994.11
Cafe Beverages,2021-09-25 18:00:00,3890.18
Cafe Beverages,2021-09-25 19:00:00,2786.95
Cafe Beverages,2021-09-25 20:00:00,2735.33
Cafe Beverages,2021-09-25 21:00:00,1837.52
Cafe Beverages,2021-09-25 22:00:00,1211.28
Cafe Beverages,2021-09-25 23:00:00,1110
Cafe Beverages,2021-09-26 1:00:00,198
Cafe Beverages,2021-09-26 4:00:00,238
Cafe Beverages,2021-09-26 6:00:00,119
Cafe Beverages,2021-09-26 7:00:00,119
Cafe Beverages,2021-09-26 8:00:00,184.64
Cafe Beverages,2021-09-26 9:00:00,198
Cafe Beverages,2021-09-26 10:00:00,1839.92
Cafe Beverages,2021-09-26 11:00:00,2268.9
Cafe Beverages,2021-09-26 12:00:00,2968.37
Cafe Beverages,2021-09-26 13:00:00,2594.52
